"name","L1-dcache-load-misses","L1-dcache-loads","LLC-loads","branch-misses","branches","context-switches","cpu-migrations","cycles","instructions","page-faults","task-clock","opt"
"483.xalancbmk/ConcatToken.ii",1309665,37649617,335967,685404,29505889,0,0,104421996,142217964,2064,30.763371,"O0"
"483.xalancbmk/ConditionToken.ii",1310737,38689229,341267,724523,30474946,0,0,106988025,147246018,2136,31.513398,"O0"
"483.xalancbmk/Constants.ii",7489571,207042452,2024818,2562874,172564164,0,0,488771076,772413794,7720,150.107098,"O0"
"483.xalancbmk/ContentLeafNameTypeVector.ii",3352634,84770649,1186116,1573185,69245033,0,0,246915372,311137564,4641,72.753462,"O0"
"483.xalancbmk/ContentSpecNode.ii",3690628,91204112,1213732,1597643,77414482,0,0,269276653,348264082,4852,79.340937,"O0"
"483.xalancbmk/CountersTable.ii",15359515,373383852,5758406,7032634,300292261,0,0,1106873294,1358096352,16720,326.106066,"O0"
"483.xalancbmk/DFAContentModel.ii",9540912,224764845,3038589,4759098,196306003,0,0,661482221,857168117,8547,194.901874,"O0"
"483.xalancbmk/DGXMLScanner.ii",17762351,415628306,5397571,8251352,334669571,0,0,1123224966,1492807395,12264,330.931111,"O0"
"483.xalancbmk/DOMAttrImpl.ii",4619929,106300142,1234116,2475363,90945343,0,0,298700398,393954723,4592,93.123002,"O0"
"483.xalancbmk/DOMAttrMapImpl.ii",3012288,79894668,748810,1260409,63051906,0,0,203657864,293341042,3989,62.833408,"O0"
"483.xalancbmk/DOMAttrNSImpl.ii",3532731,90551149,930359,1474539,68520946,0,0,230817606,291743478,4040,69.387443,"O0"
"483.xalancbmk/DOMBuilderImpl.ii",9280721,219415500,3117114,4158722,170616534,0,0,629819597,747970248,8892,185.579335,"O0"
"483.xalancbmk/DOMCDATASectionImpl.ii",4737058,107501433,1277987,2413158,90841394,0,0,298697698,389849811,4610,93.432376,"O0"
"483.xalancbmk/DOMCharacterDataImpl.ii",3650056,92710076,1123712,1692638,75023551,0,0,248857065,334165397,4201,73.322067,"O0"
"483.xalancbmk/DOMChildNode.ii",1768921,39991214,388837,688032,36889993,0,0,108633730,163218651,2807,34.130076,"O0"
"483.xalancbmk/DOMCommentImpl.ii",4000348,102098301,1174707,2165250,86891048,0,0,297092467,374749423,4457,87.53434,"O0"
"483.xalancbmk/DOMConfigurationImpl.ii",2421339,58807156,648432,1052656,47686872,0,0,159112685,223112292,2799,46.875173,"O0"
"483.xalancbmk/DOMDeepNodeListImpl.ii",2635290,72883616,706321,1091593,60666909,0,0,197656941,268472510,3842,58.233898,"O0"
"483.xalancbmk/DOMDocumentFragmentImpl.ii",3471643,84934008,1057342,1719554,66717238,0,0,246311265,315924225,4087,72.577865,"O0"
"483.xalancbmk/DOMDocumentImpl.ii",15328827,374558504,4873226,9072080,318094839,0,0,1058962898,1373201811,9825,313.020844,"O0"
"483.xalancbmk/DOMDocumentTypeImpl.ii",5382176,129088840,1596161,2605705,101214633,0,0,353226811,459410975,5013,104.077007,"O0"
"483.xalancbmk/DOMElementImpl.ii",6116448,156312194,1691942,3048721,126539395,0,0,393727557,531504393,5743,123.090055,"O0"
"483.xalancbmk/DOMElementNSImpl.ii",3916640,91595871,1144972,1686122,75274327,0,0,251874625,344285340,4304,74.219343,"O0"
"483.xalancbmk/DOMEntityImpl.ii",3618534,87434229,1082214,1874061,70457956,0,0,259573337,324063411,3968,76.483738,"O0"
"483.xalancbmk/DOMEntityReferenceImpl.ii",3598571,88449963,1091825,1754374,71302045,0,0,255923915,346714902,4132,75.394133,"O0"
"483.xalancbmk/DOMErrorImpl.ii",1454064,37377572,384485,723988,34068866,0,0,108625054,148681336,2348,32.390297,"O0"
"483.xalancbmk/DOMException.ii",293806,12860088,,245495,11681452,0,0,13596737,43613409,1280,10.714848,"O0"
"483.xalancbmk/DOMImplementationImpl.ii",5872920,150290446,1970422,2576386,119817234,0,0,420876826,470900847,7275,126.643543,"O0"
"483.xalancbmk/DOMImplementationRegistry.ii",2284053,53483547,654500,1240647,45615346,0,0,159196238,216749435,2600,46.908697,"O0"
"483.xalancbmk/DOMLocatorImpl.ii",502026,17029549,292681,386595,12499673,0,0,40741089,39523279,1406,15.17537,"O0"
"483.xalancbmk/DOMNamedNodeMapImpl.ii",3923605,96373214,1126059,1832763,81383650,0,0,264859401,359771665,4278,78.044098,"O0"
"483.xalancbmk/DOMNodeIDMap.ii",2593091,72506111,673479,1144449,58219466,0,0,198809707,254074577,3731,58.580045,"O0"
"483.xalancbmk/DOMNodeImpl.ii",5342424,137382501,1604482,2612718,116823248,0,0,370357943,508107188,5350,109.123377,"O0"
"483.xalancbmk/DOMNodeIteratorImpl.ii",2601369,70779536,649982,1186427,59251165,0,0,198140734,250447927,3673,58.376306,"O0"
"483.xalancbmk/DOMNodeListImpl.ii",1823497,42332256,401337,764130,38519792,0,0,108627558,170643745,2848,35.921097,"O0"
"483.xalancbmk/DOMNodeVector.ii",2247809,57966604,720310,951052,52008540,0,0,163935738,205927131,3370,48.307112,"O0"
"483.xalancbmk/DOMNormalizer.ii",7253077,182669317,1916475,3842086,150884078,0,0,488761543,627028225,5826,145.816701,"O0"
"483.xalancbmk/DOMNotationImpl.ii",3323753,80909348,989560,1717044,64532122,0,0,230806690,255604465,3896,70.861253,"O0"
"483.xalancbmk/DOMParentNode.ii",4101632,99623077,1158107,1820093,83482094,0,0,274423375,358815015,4455,80.864588,"O0"
"483.xalancbmk/DOMParser.ii",13535652,332764128,4588154,6746659,280765188,0,0,961440699,1210165922,11452,283.271626,"O0"
"483.xalancbmk/DOMProcessingInstructionImpl.ii",3857029,94067578,1201749,1990310,78529567,0,0,276007496,355681761,4173,81.322816,"O0"
"483.xalancbmk/DOMRangeException.ii",317237,13325714,,262495,12021316,0,0,13596677,41343702,1297,11.321972,"O0"
"483.xalancbmk/DOMRangeImpl.ii",9691499,246690526,2388405,4648755,196136470,0,0,610942845,835306279,6800,182.983593,"O0"
"483.xalancbmk/DOMServices.ii",6828162,183958307,2484839,4088145,159746432,0,0,554564514,710458296,7186,163.394973,"O0"
"483.xalancbmk/DOMString.ii",3998452,104637121,1003918,2294538,85734615,0,0,294554655,363722250,3920,86.787351,"O0"
"483.xalancbmk/DOMStringHelper.ii",15482129,365423619,5428222,8742465,315359679,0,1,1148768789,1393873689,13431,338.468121,"O0"
"483.xalancbmk/DOMStringPool.ii",2388137,58629829,703442,924130,52352098,0,0,173214700,215727858,3442,51.037804,"O0"
"483.xalancbmk/DOMStringPrintWriter.ii",4234306,113289365,1604063,2473471,96723712,0,0,358539518,448273737,5800,105.648002,"O0"
"483.xalancbmk/DOMSupport.ii",259365,12070620,,212678,10930397,0,0,13596977,43373680,1257,9.997557,"O0"
"483.xalancbmk/DOMSupportDefault.ii",5489067,150282822,2050124,2969192,123842970,0,0,450062687,573917881,7305,132.605104,"O0"
"483.xalancbmk/DOMSupportException.ii",3224164,96636301,1282202,1578538,77583175,0,0,290157262,372542554,5481,85.501216,"O0"
"483.xalancbmk/DOMSupportInit.ii",2933268,87874702,1235186,1512067,79917129,0,0,283287617,366417999,5551,83.462312,"O0"
"483.xalancbmk/DOMTextImpl.ii",4003432,102915005,1167389,2218350,85979846,0,0,298432053,375866757,4300,87.925983,"O0"
"483.xalancbmk/DOMTreeWalkerImpl.ii",2869748,74664751,705276,1262458,61274619,0,0,203659059,260885714,3716,61.816412,"O0"
"483.xalancbmk/DOMTypeInfoImpl.ii",2178644,55132174,671835,870817,46935779,0,0,153479981,194403843,3339,45.223583,"O0"
"483.xalancbmk/DOMWriterImpl.ii",8723026,220400794,2507291,4043011,180012149,0,0,576168896,790694575,7213,169.766109,"O0"
"483.xalancbmk/DOMXPathException.ii",293882,12787191,,245059,11616000,0,0,13596737,42621033,1275,10.868056,"O0"
"483.xalancbmk/DOM_Attr.ii",661135,22554167,255387,347836,17011398,0,0,62709426,81782505,1692,18.471568,"O0"
"483.xalancbmk/DOM_CDATASection.ii",557528,20099453,238162,330497,17148537,0,0,54506119,70935830,1620,16.077161,"O0"
"483.xalancbmk/DOM_CharacterData.ii",690455,23093073,276259,349537,17131316,0,0,65198301,84052709,1672,19.212284,"O0"
"483.xalancbmk/DOM_Comment.ii",535914,19575596,263572,324561,13257459,0,0,40737759,35572718,1592,15.587671,"O0"
"483.xalancbmk/DOM_DOMException.ii",409570,16361506,346097,302477,13083413,0,0,40741358,36065090,1435,13.30809,"O0"
"483.xalancbmk/DOM_DOMImplementation.ii",2494492,65395126,811395,999145,56776841,0,0,179517857,237286775,3606,52.892769,"O0"
"483.xalancbmk/DOM_Document.ii",2459482,68889924,822461,1184402,60338215,0,0,194101626,246898020,3499,57.188256,"O0"
"483.xalancbmk/DOM_DocumentFragment.ii",540755,19322842,248080,323510,12768178,0,0,40737968,34377643,1596,15.786475,"O0"
"483.xalancbmk/DOM_DocumentType.ii",779200,24163096,262182,418969,21633306,0,0,70587904,91282828,1747,20.803011,"O0"
"483.xalancbmk/DOM_Element.ii",887677,29390325,344473,559756,26579161,0,0,93421835,117258997,1932,27.525361,"O0"
"483.xalancbmk/DOM_Entity.ii",812690,23942505,272072,408930,21957318,0,0,73577775,92748944,1755,21.687304,"O0"
"483.xalancbmk/DOM_EntityReference.ii",535094,19358631,260802,322877,13199135,0,0,40738915,35261926,1591,15.532781,"O0"
"483.xalancbmk/DOM_NamedNodeMap.ii",899564,29151173,317912,538325,26899568,0,0,91436580,117635089,1903,26.94334,"O0"
"483.xalancbmk/DOM_Node.ii",2133856,49932498,657003,1176562,45838257,0,0,149981607,201532229,2709,44.197278,"O0"
"483.xalancbmk/DOM_NodeFilter.ii",386998,15936672,441438,256227,13135150,0,0,40740061,34217170,1468,12.743807,"O0"
"483.xalancbmk/DOM_NodeIterator.ii",633143,21380837,314214,378606,17537143,0,0,62816573,77608593,1614,18.496043,"O0"
"483.xalancbmk/DOM_NodeList.ii",548394,19586193,297125,388066,17761190,0,0,55724578,69596748,1561,16.432105,"O0"
"483.xalancbmk/DOM_Notation.ii",556925,19776040,275345,351122,17667575,0,0,54744184,71039892,1603,16.144831,"O0"
"483.xalancbmk/DOM_ProcessingInstruction.ii",637474,21830671,258197,359635,17347676,0,0,60170734,79707898,1652,17.729118,"O0"
"483.xalancbmk/DOM_Range.ii",2263225,55631610,774309,979722,53840759,0,0,173070546,228102389,3387,50.981152,"O0"
"483.xalancbmk/DOM_RangeException.ii",411768,16379778,339154,295709,13020352,0,0,40742884,33768937,1443,13.480068,"O0"
"483.xalancbmk/DOM_Text.ii",593459,20728614,253776,356561,17280604,0,0,56938753,76389392,1642,16.784976,"O0"
"483.xalancbmk/DOM_TreeWalker.ii",742715,22619117,327807,458944,22853628,0,0,70390947,84988761,1673,20.75735,"O0"
"483.xalancbmk/DOM_XMLDecl.ii",584391,20508966,263408,362805,17429893,0,0,56987010,75979857,1629,16.798815,"O0"
"483.xalancbmk/DStringPool.ii",1445247,39386262,376121,735419,36551599,0,0,108626501,159435332,2408,32.568966,"O0"
"483.xalancbmk/DTDAttDef.ii",3162945,76699445,926932,1466189,68130765,0,0,203664074,276510293,4222,67.701952,"O0"
"483.xalancbmk/DTDAttDefList.ii",7062902,174256393,2757131,3880214,146947581,0,0,549155988,654823923,7868,161.797595,"O0"
"483.xalancbmk/DTDElementDecl.ii",8884401,218986527,3146842,4752920,182542365,0,0,665496974,797703874,8626,196.080918,"O0"
"483.xalancbmk/DTDEntityDecl.ii",1799260,48998232,600870,831564,41209766,0,0,135777381,164186804,2992,40.462212,"O0"
"483.xalancbmk/DTDGrammar.ii",8747367,214826621,3146220,4676085,175606673,0,0,652822877,769407206,8541,192.346994,"O0"
"483.xalancbmk/DTDScanner.ii",16541953,404422284,4546379,7460812,326532540,0,0,1058963885,1420278969,11875,314.693544,"O0"
"483.xalancbmk/DTDValidator.ii",8327283,207698663,2760275,4184390,171517740,0,0,583789982,715961965,8387,179.734176,"O0"
