"name","L1-dcache-load-misses","L1-dcache-loads","LLC-loads","branch-misses","branches","context-switches","cpu-migrations","cycles","instructions","page-faults","task-clock","opt"
"445.gobmk/patterns_connections.i",1151347,28526053,357272,376387,24596209,0,0,71152745,100873487,1999,20.966842,"O0"
"445.gobmk/patterns_dfa.i",2832103,79026758,648262,1504543,67625423,0,0,196241586,321536656,2841,57.829799,"O0"
"445.gobmk/patterns_dpatterns.i",667008,23679159,250779,319763,19249483,0,0,57324496,85782637,1721,16.898515,"O0"
"445.gobmk/patterns_endgame.i",3286176,93968428,955698,2245276,76090819,0,0,253012368,359155771,2885,74.553498,"O0"
"445.gobmk/patterns_eyes.i",1339086,84863744,211953,402260,62789942,0,0,155225149,302465382,2113,45.722332,"O0"
"445.gobmk/patterns_fuseki13.i",4728212,152802849,615563,655967,122137267,0,0,298785012,580809865,5290,91.970186,"O0"
"445.gobmk/patterns_fuseki19.i",2480148,79519468,474379,366294,58889693,0,0,165218820,280418954,3245,48.671032,"O0"
"445.gobmk/patterns_fuseki9.i",1851680,68125357,343138,336735,50509597,0,0,135793705,208770491,2912,41.993172,"O0"
"445.gobmk/patterns_fusekipat.i",2405747,101215162,619884,1262503,82969137,0,0,203658286,375041235,2928,64.216131,"O0"
"445.gobmk/patterns_handipat.i",784033,38855801,285493,319785,30572315,0,0,88153228,146537868,1976,25.981092,"O0"
"445.gobmk/patterns_helpers.i",1967731,52561921,383217,1076503,42447707,0,0,108623391,167854357,2193,39.417312,"O0"
"445.gobmk/patterns_influence.i",793856,30662974,212361,261342,26859157,0,0,74731239,118801751,1852,22.017361,"O0"
"445.gobmk/patterns_josekidb.i",7723893,446147531,1641104,3192955,354157847,0,0,869107460,1650725288,8545,257.074729,"O0"
"445.gobmk/patterns_owl_attackpat.i",12798299,548507609,3075798,6572559,448155742,0,0,1181363940,2032023630,8903,350.002603,"O0"
"445.gobmk/patterns_owl_defendpat.i",16967011,721926775,4485529,8967964,593848577,0,0,1561584918,2685415917,10886,463.207588,"O0"
"445.gobmk/patterns_owl_vital_apat.i",1955065,64070316,522040,1281684,57245922,0,0,172550570,264522348,2554,50.839729,"O0"
"445.gobmk/patterns_patterns.i",27271827,839106632,7459559,17377358,705344077,0,0,2104318914,3110356203,14236,622.182284,"O0"
