"name","L1-dcache-load-misses","L1-dcache-loads","LLC-loads","branch-misses","branches","context-switches","cpu-migrations","cycles","instructions","page-faults","task-clock","opt"
"403.gcc/simplify-rtx.i",3419181,1245188,2231562,85549738,1,0,381702414,410536508,3197,197830983,103.184143,"O0"
"403.gcc/splay-tree.i",664583,259366,480119,25414460,1,0,104074382,124466512,1698,56298885,29.918005,"O0"
"403.gcc/ssa-ccp.i",1704453,558937,1100536,50867328,1,0,215254845,238811229,2505,125603308,62.680057,"O0"
"403.gcc/ssa-dce.i",1396490,514446,1046989,38242555,1,0,177459469,186832639,2261,105446072,49.100031,"O0"
"403.gcc/ssa.i",2630763,967170,1990724,71007726,1,0,319919119,354849786,3037,171647812,87.265864,"O0"
"403.gcc/stmt.i",6421965,2548376,4450419,160199371,1,0,699938742,734757775,5154,369100139,187.653134,"O0"
"403.gcc/stor-layout.i",2666983,936320,1829016,68797744,1,0,310035718,338078867,3172,169298030,85.942315,"O0"
"403.gcc/stringpool.i",791513,204791,688783,28428921,1,0,112092005,137466269,1872,71768392,35.677185,"O0"
"403.gcc/timevar.i",889146,266534,735941,29208892,1,0,127161343,140562826,1911,73959161,37.371034,"O0"
"403.gcc/toplev.i",3750549,1485568,2707956,108033865,1,0,463704153,512593063,3844,244680910,125.971358,"O0"
"403.gcc/tree-dump.i",1679752,608920,1139870,46873400,1,0,212577394,230440169,2532,119696085,58.364995,"O0"
"403.gcc/tree-inline.i",1886546,732844,1367791,55585061,1,0,240343572,275995440,2818,127923185,68.38614,"O0"
"403.gcc/tree.i",5247541,2230063,3844141,126212067,1,0,557669834,600077091,5066,304978301,150.505386,"O0"
"403.gcc/ucbqsort.i",503162,190379,330845,12966305,1,0,38281875,53840738,1366,14556357,13.84941,"O0"
"403.gcc/unroll.i",3680524,1469754,2264347,95259226,1,0,408911210,445020445,3495,225602757,110.526388,"O0"
"403.gcc/varasm.i",5645074,2400783,4283049,143011233,1,0,657456163,682319690,4552,358920378,172.729263,"O0"
"403.gcc/varray.i",816634,230243,611598,28222741,1,0,126623450,138635321,1953,74964099,36.427337,"O0"
"403.gcc/vasprintf.i",591829,212285,382426,19891288,1,0,83783404,99856317,1620,46589684,24.664118,"O0"
"403.gcc/version.i",383521,254435,197681,9391588,1,0,23904948,43635054,1177,14434466,9.418186,"O0"
"403.gcc/vmsdbgout.i",384466,108837,254114,12796601,1,0,38013062,52330738,1273,14471984,15.305027,"O0"
"403.gcc/xcoffout.i",763131,196890,495611,24532114,1,0,112582561,122327639,1754,71139057,33.804321,"O0"
"403.gcc/xexit.i",484406,155901,339405,16480333,1,0,67637976,86638947,1487,35338427,20.340661,"O0"
"403.gcc/xmalloc.i",492951,174045,367764,13129435,1,0,66671962,52633025,1470,28263841,20.007557,"O0"
"403.gcc/xstrdup.i",462328,150899,304869,13159296,1,0,61252561,52724820,1469,28170841,18.495076,"O0"
"403.gcc/xstrerror.i",443985,141660,317649,13091279,1,0,60823608,51970127,1445,28245074,18.476446,"O0"
"429.mcf/implicit.i",670912,245127,484000,24242293,1,0,99192949,119605897,1697,54472043,28.994378,"O0"
"429.mcf/mcf.i",634750,226516,341196,16403393,1,0,80758482,96350872,1600,45149591,23.770038,"O0"
"429.mcf/mcfutil.i",626852,280658,406953,22838582,1,0,95897781,112172549,1679,52503351,27.480195,"O0"
"429.mcf/output.i",588422,202868,362351,16606275,1,0,76266610,93911199,1558,39769926,22.254038,"O0"
"429.mcf/pbeampp.i",648124,230492,345020,16635630,1,0,81950646,98953415,1596,43658909,23.78918,"O0"
"429.mcf/pbla.i",562566,194021,375655,16382601,1,0,73064849,90365206,1543,39830042,21.911733,"O0"
"429.mcf/pflowup.i",549777,188601,360155,16451296,1,0,71144679,88737641,1521,37761259,21.233465,"O0"
"429.mcf/psimplex.i",606156,208868,345716,16567789,1,0,78757297,96051837,1578,41941735,23.029253,"O0"
